Source,Date,Title,Authors,Text,Keywords
foxnews,2016-02-18 00:00:00,Volkswagen Mexico says environmental certificate problem was 'administrative error',[],"German automaker Volkswagen's Mexican unit said an administrative error resulted in the company's vehicles lacking a necessary environmental certificate and being fined nearly $9 million, but it said it now had all of the required permits.

Mexico's Profepa environmental protection agency imposed the 168-million-peso ($8.9-million) fine on Volkswagen Mexico for importing and selling 2016 model vehicles in the country that lacked an environmental certificate showing compliance with emissions standards.

""This was due to an administrative process that was unintentionally not carried out on time within Volkswagen Mexico,"" the company said in a statement Tuesday.

""Currently all 2016 model vehicles of the group's brands"" have the required permits in compliance with current environmental regulations, Volkswagen said, adding that all of its vehicles ""are safe from a technical standpoint and can be used without restriction.""

The NOM environmental compliance certificate establishes, among other things, the maximum allowable level of total hydrocarbon, carbon monoxide, nitrogen oxide and particles from new cars' exhaust pipes and also sets the maximum allowable level of noise and the measurement methodology.

Volkswagen Mexico was fined for importing and selling 45,494 Audi, Bentley, Porsche, Seat and Volkswagen vehicles in Mexico that lacked that environmental permit, Profepa said in a statement.

Profepa said the fine was separate from an investigation being conducted in Mexico over the Volkswagen defeat device scandal.

In September of last year, Environment Secretary Rafael Pacchiano said Mexico would review Volkswagen's emissions certificates for diesel engine vehicles the automaker had sold in Mexico since 2009 to verify if they were in compliance with national standards.

That probe came after Volkswagen acknowledged that the defeat devices had been installed on nearly 500,000 2.0-liter diesel-powered Audi, Porsche and Volkswagen vehicles sold in the United States since 2008.

The U.S. Environmental Protection Agency accused the automaker last September of using the devices to dupe regulators.

The software on those engines detected when emissions testing was taking place and activated the cars' emissions controls.

When those same vehicles were being driven under normal conditions, the controls were turned off and they spewed up to 40 times the United States' legally allowable amount of nitrogen oxide, which contributes to the formation of smog and acid rain.

The automaker said last September, after the scandal broke, that 11 million of its vehicles worldwide had been equipped with the defeat devices.

Like us on Facebook

Follow us on Twitter & Instagram","['vehicles', 'certificate', 'mexico', 'compliance', 'automaker', 'volkswagen', 'environmental', 'emissions', 'error', 'problem', 'administrative', 'allowable', 'defeat']"
foxnews,,Florida Georgia Line to perform before Daytona 500,[],,"['georgia', 'daytona', 'perform', 'florida', 'line', '500']"
foxnews,2016-02-22 00:00:00,El ministro de Exteriores chino tratara con Kerry en EEUU las tensiones en la region,[],Also on the web,"['el', 'en', 'kerry', 'la', 'tratar', 'ministro', 'regin', 'web', 'exteriores', 'tensiones', 'las']"
foxnews,,"Fair, balanced coverage of debate over Scalia's replacement?",[],,"['fair', 'scalias', 'coverage', 'balanced', 'debate', 'replacement']"
foxnews,2016-02-20 00:00:00,"America, we could be looking at a Trump, Clinton contest","['Jessica Tarlov', 'Douglas E']","For the first time in months, it wasnt just a big night for political outsiders.

After a virtual tie in Iowa and a blowout in New Hampshire, Hilary Clinton needed to show that she could turn out voters, that her message was resonating and that there was an end  or at least a pause  in Bernie Sanderss momentum.

In Saturdays Nevada caucus she certainly showed that.

With polls showing a tightening race in the past few days after she led by over 25 points just six weeks ago, it was possible that Sanders couldve pulled this out. But the Clinton firewall of African-American voters was out in full force as they voted for her three-to-one -- an excellent sign as she heads to South Carolina where over 50 percent of the electorate is black and she is heavily favored to win.

No one has doubted the strength of Sanderss message focusing on the rigged economy, reining in Wall Street, offering universal health care and tuition free college with liberal voters. Saturday in Nevada the Vermont senator still won with those who identified themselves as liberal and voters under 45 who went for Sanders three- to-one. He also far surpassed expectations with Latinos, showing that his message can resonate with minority voters.

But Clinton won handedly with moderates, which adds to the argument that shes more electable come November. And she won, critically, with women  a voting bloc that she has been rapidly losing over the last few months. This is especially significant after the comments by Madeleine Albright and Gloria Steinem just two weeks ago that exposed a large gulf in the way that younger women look at feminism  and Clinton herself  as compared to women of Clintons generation.

Furthermore, Clinton showed that she has figured out a winning formula for how to be associated with Obama successfully: she won over 75 percent of voters who want to continue his policies. This also certainly helps her to keep the black vote as we go through the primaries.

Sanders isnt stopping anytime soon, but Saturday really couldn't have gone better for Clinton.

And the same could be said for Donald Trump who won the South Carolina primary decisively.

Hot off a feud with the pope and a few polls showing his lead under 10 points in South Carolina and even narrowing nationally, there was talk that Trump would win, but not by as much as had been projected.

But the South Carolina voters had something else in mind.

Trump won with retirees, military personnel and veterans and Evangelicals amongst other groups.

We must consider how astounding it is that Ted Cruz couldnt win in a state like South Carolina with such a large born-again Christian voter base. And that of the entire field of GOP candidates  including Cruz and Carson, two devout Christians  that Jerry Falwell, Jr. endorsed Trump.

Or that Trump could go after President George W. Bush in a state where Bush has over 80 percent favorability and who campaigned for his brother on Presidents Day and not be hurt whatsoever.

Saturday night also brought the news that Jeb Bush, once the frontrunner, has dropped out of the race. The question now is if the establishment will finally accept that Trump is on the path to become the Republican nominee. The rest of the primary states are much more favorable to Trump than New Hampshire and South Carolina, where he won handedly.

We could very well be seeing a Trump/Clinton general election match-up.

Now wont that be fun?

Douglas E. Schoen has served as a pollster for President Bill Clinton. He has more than 30 years experience as a pollster and political consultant. He is also a Fox News contributor and co-host of ""Fox News Insiders"" Sundays on Fox News Channel at 7 pm ET. He is the author of 11 books. His latest, co-authored with Malik Kaylan is ""The Russia-China Axis: The New Cold War and America's Crisis of Leadership (Encounter Books, September 2014). Follow Doug on Twitter @DouglasESchoen.

Jessica Tarlov, Ph.D., is a political strategist at Douglas E. Schoen, LLC. Follow her on Twitter @JessicaTarlov.

","['clinton', 'trump', 'voters', 'showing', 'contest', 'political', 'looking', 'women', 'won', 'message', 'america', 'south', 'carolina']"
foxnews,2016-02-21 00:00:00,Video shows Washington state store clerk in shootout with armed robber,[],"Surveillance video from a Washington state convenience store captured a dramatic scene as a female clerk exchanged shots with a would-be robber.

Clerk Seul Lim, 30, and the accused gunman Tyrone Prophet Jr., 23, each got off one shot, authorities told Q13 Fox. His bullet struck Lim in the abdomen. Hers just missed his head.

Prophet is accused of being the masked gunman who walked into Lims Pacific Quickmart in Spanaway Thursday afternoon.

In the video, which is just more than 1 minute, a masked gunman demands money from Lim. She surrenders cash from the till and then pulls out of gun hidden near the register when the robber's head is turned.

Next, the video shows a burst of gunfire and the gunman fleeing.

Lim was treated at the hospital and released Thursday night, the station reported.

Shes tough, her husband Min Kim said, according to KUTV. Shes a tough cookie.

Investigators tracked the getaway car to a motel where Prophet was staying with a woman, the Tacoma News Tribune reported Friday.

The newspaper cited court papers as saying Lims gun and Prophets gun went off near simultaneously.

Related Image Expand / Contract (Tyrone Prophet Jr. (Q13 Fox))

The bullet fired by the victim passed by the defendants head and went into the ceiling, the court papers said, according to the News Tribune. The bullet fired by the defendant hit the victim in the abdomen.

At the motel, investigators recovered a .380 semi-automatic.

Click here for more from Q13 Fox.","['shootout', 'victim', 'bullet', 'lim', 'clerk', 'washington', 'gun', 'tyrone', 'state', 'video', 'robber', 'q13', 'prophet', 'gunman', 'went', 'armed', 'store', 'shows']"
foxnews,2016-02-19 00:00:00,McDonalds has unveiled a new Chicken McGriddle sandwich,[],"Why not chicken for breakfastespecially if its wrapped in a pancake?

McDonalds Thursday finally confirmed its testing the Chicken McGriddle, a chicken-and-pancake breakfast sandwich.

On Wednesday, Columbus Business First reported that the item is being tested in 11 restaurants in central Ohio. The sandwich is reportedly a McChicken with maple-flavored pancakes in place of the normal bun.

Columbus area McDonalds trying out Chicken McGriddle sandwich https://t.co/LJmZJJoUen pic.twitter.com/ghE4ChX5pA  The Comeback (@comeback_sports) February 18, 2016

Phil Saken, communications manager for McDonalds Ohio region, told CNBC Thursday tits an operations test limited to central Ohio.

Brian Mortellaro, is the owner of eight Ohio McDonalds locations, and is among the small group of taste-testers.

Filet-O-Fish, Big Mac  both of those started with owner-operators, Mortellaro said, Columbus Business News reported. We took this idea up the chain and theyre letting us try it out ... Its a chicken-and-waffles taste. I just think thats something that isnt out there right now.

The new item comes amid the overwhelming success of McDonalds all-day breakfast, which has boosted the Golden Arches slumping sales.

The Chicken McGriddle will be available until March 27 and the restaurants are even experiment with two prices: $1.49 and $2.","['mcgriddle', 'columbus', 'sandwich', 'item', 'reported', 'mortellaro', 'unveiled', 'ohio', 'mcdonalds', 'chicken', 'restaurants']"
foxnews,2016-02-08 00:00:00,Staring Down Cancer: The luck of the Irish continues,['Woody Fraser'],"Noreen has done it again. After 7 chemos, and 3 hormone therapies, and 15 years, Noreen experienced a painful, lengthy setback.

For the last 4 months she has been in and out of the hospital, fighting one setback after another, accompanied by excruciating pain in her back, ribs and gallbladder; and ending with a fall when trying to walk, (without waking me to assist her) to the bathroom. She fractured her tailbone and had pain coming from everywhere.

A wonderful pain management specialist, Dr. Christine Lee has entered Noreen's life, and her pain has become manageable.

Spine doctor Dr. Sang Kim determined Noreen's tailbone fracture was not caused by her cancer. She was prescribed progesterone, and after 10 radiation treatments to her back, something started to work. She underwent a blood transfusion and painful Neupogen injections (which stimulate white blood cell growth), and suddenly her markers went down.

Miraculously, Noreen has bounced back.

Pain will remain a part of her life (but will be managed well). I got rid of the wheelchair, and bought her a neat walker -- and she is rounding-into her old self. This is proven by the fact that last night she cleaned the kitchen while I slept. And when Noreen cleans, look out!

Tonight I am taking this wonderful woman out to dinner. Wow!

I love this courageous wife of mine.

Woody

","['irish', 'tailbone', 'cancer', 'noreens', 'continues', 'life', 'noreen', 'wonderful', 'blood', 'wowi', 'pain', 'staring', 'dr', 'painful', 'luck']"
foxnews,,Comments on: ELISABETH HASSELBECK TO STEP DOWN AS FOX & FRIENDS CO-HOST,[],,"['cohost', 'fox', 'elisabeth', 'hasselbeck', 'step', 'comments', 'friends']"
foxnews,,Is it already too late to stop Donald Trump?,[],,"['late', 'donald', 'stop', 'trump']"
foxnews,2016-02-20 00:00:00,High Turnout Expected For South Carolina Primary,"['John Gibson Show', 'Fox News Radio', 'Thomas Byrne', 'Alan Colmes']","There could be a record turnout at the polls on this primary day in South Carolina.

FOXs Rachel Sutherland reports from South Carolina:

[audio:http://www.podtrac.com/pts/redirect.mp3/ak.podcast.foxnewsradio.com/news/dotcom/SCPRIMARY_22016.mp3]

Polls heading in to todays primary show The Donald could make South Carolina Trump Country by tonight. Its Marco Rubio who has the backing of South Carolina Governor Nikki Haley who campaigned for the Florida Senator yesterday.

(Haley) I want a President thats going to bring a conscience back to Republicans. Remind them who they were and why theyre there.

Elections officials are expecting an enormous turnout at the polls. As of yesterday a record number of voters had cast absentee ballots.

In Columbia, South Carolina, Rachel Sutherland, FOX News.","['polls', 'sutherland', 'rachel', 'primary', 'yesterday', 'high', 'record', 'expected', 'yesterdayhaley', 'turnout', 'south', 'carolina']"
foxnews,2016-02-10 00:00:00,Bullet Points: Army Vet Thwarts Attempted Gas Station Robbery,"['Fox News Radio', 'Thomas Byrne']","In this latest Bullet Points podcast  likened to a modern day Bonnie & Clyde, one Missouri couples crime spree ends in gunfire with police; In Connecticut, Governor Dan Malloy re-introduces some domestic violence legislation that would ban guns from those who are the subject of a temporary restraining order; and an attempted robbery at one Florida BP gas station is thwarted thanks to the Army Veteran working behind the counter.

Join FOX News Radios Jessica Curtis for Bullet Points  a look at all the latest news and views for Americas shooting community:

[audio:http://www.podtrac.com/pts/redirect.mp3/ak.podcast.foxnewsradio.com/news/bulletpoints/BULLETPOINTS_02-08-2016-ad.mp3]

Follow Jessica on Twitter: @JessicaAtFoxRad #FOXBulletPoints

Click HERE for more Bullet Points","['vet', 'working', 'jessica', 'bullet', 'army', 'attempted', 'veteran', 'views', 'gas', 'thwarts', 'station', 'robbery', 'violence', 'thwarted', 'latest', 'twitter', 'points']"
foxnews,2016-02-20 00:00:00,Filmmaker Guillermo del Toro and game creator Hideo Kojima re-connect at D.I.C.E Summit,[],"Hideo Kojima, from right, game designer at Kojima Productions, Guillermo del Toro, film director at DelToro Films, and Geoff Keighley, president of GameSlice, participate in a panel discussion at the D.I.C.E. Summit Thursday, Feb. 18, 2016, in Las Vegas. (AP Photo/Ronda Churchill)

""Pacific Rim"" filmmaker Guillermo del Toro and ""Metal Gear Solid"" video game creator Hideo Kojima had big plans for their top-secret interactive collaboration.

""We had great ideas that I think would have done fantastic,"" del Toro said on stage Thursday at the Academy of Interactive Arts and Science's annual D.I.C.E. Summit.

The writer-director of such films as ""Pan's Labyrinth"" and ""Crimson Peak"" reunited with Kojima for a talk at the 15th annual gathering of elite members of the video game industry. The appearance marked the pair's first public appearance together since their video game, ""Silent Hills,"" was canceled last year by publisher Konami.

The title was intended to be the next installment in the long-running ""Silent Hill"" horror franchise and feature ""The Walking Dead"" actor Norman Reedus. Del Toro and Kojima teased it last year with the release of a mysterious PlayStation 4 demo called ""P.T.""

""'P.T.' itself was meant to be sort of a decoy,"" del Toro said. ""We were thinking it would take (players) 10 days, two weeks to solve it. They solved it in three days.""

The pair  fans of each other's work  first met when del Toro was in Japan to promote ""Hellboy II: The Golden Army."" They quickly became friends, and del Toro invited Kojima to his ""man cave,"" populated with the quirky filmmaker's games, toys and other geeky collectibles.

Kojima, who was affiliated with Konami since 1986, is being inducted this year into the Academy of Interactive Arts and Sciences Hall of Fame. After finishing work on ""Metal Gear Solid V: The Phantom Pain,"" he is now working on a PS4 game with a newly formed studio, Kojima Productions.

""I feel extremely free right now,"" the Japanese game designer said through a translator. ""I'm trying to make a very big game with an extremely small team. I am doing exactly what I want to do.""

Despite the duo moving on to other projects, del Toro is hopeful that he'll again collaborate with Kojima.

""I'll do whatever the (expletive) he wants,"" the filmmaker said with a big grin, motioning to Kojima.","['video', 'kojima', 'solid', 'big', 'hideo', 'work', 'filmmaker', 'game', 'summit', 'del', 'silent', 'reconnect', 'guillermo', 'interactive', 'toro', 'dice']"
foxnews,2016-02-22 00:00:00,Florida teen accused of killing 10-year-old sister,[],"Law enforcement officials in the Florida Panhandle said a 16-year-old is accused of killing his 10-year-old sister.

The girl's family told Bay County Sheriff's deputies they last saw her when she went to bed Saturday night. She was reported missing Sunday morning, the News Herald reported.

The sheriff's air unit, mounted posse and K-9s helped search for the girl Sunday. Her body was found in a large field behind the family's home in Fountain, which is northeast of Panama City.

Sheriff's officials have not said what led investigators to the girl's brother, who's charged with an open count of murder. The Associated Press is not naming him because of his age.","['teen', 'sister', 'officials', 'girls', 'florida', 'search', 'killing', 'accused', '10yearold', 'sheriffs', 'sisterthe', 'whos', 'saw', 'went', 'unit', 'told']"
foxnews,2016-02-22 00:00:00,Hacker group releases information about Cincinnati Police Department employees,[],"Hacking group Anonymous briefly posted online a video detailing the personal information of 52 Cincinnati Police Department employees, including Chief Eliot Isaac, Cincinnati.com reported.

The group said it released the info Sunday night in response to Wednesdays shooting death of Paul Gaston, a black man, by three white Cincinnati cops. By 4:30 a.m. Monday the video had been taken down, according to WLWT.

Thin Blue Line, your game is over, an Anonymous figure said in the video, according to a transcript. You lost. While we release your officers information, we will hold no responsibility of the actions of those that see the information.

That information included names, ages, street addresses, email addresses and social media accounts, as well as the names and addresses of officers family members. Its unclear if the information was obtained via a data breach or through publicly available sources, Cincinnati Police Lt. Steve Saunders told Cincinnati.com.

The incident that prompted the Anonymous action involved the somewhat contentious details surrounding Gastons death. While video of the incident shows Gaston initially on his knees with his hands behind his head as cops approach him, police said he reached toward his waistband for what they believed to be a weapon before they shot him. Video evidence appears to back up the officers assertions. After his death, authorities discovered Gaston was carrying a pellet gun designed to look like a real weapon.

Anonymous included footage of the shooting  which police had previously released  as part of its video message.

For far too long we have sat idle by letting the gang known as the Thin Blue Line murder citizens of United States without allowing them due process, the video transcript said. Well, we have a message to not only the Cincinnati Police Department but to every law enforcement officer. When you murder a human being when you have other choices of containing your suspect available, we will make your officers information public record.","['hacker', 'information', 'death', 'cincinnati', 'addresses', 'releases', 'employees', 'officers', 'video', 'anonymous', 'department', 'group', 'shooting', 'transcript', 'gaston']"
foxnews,2016-02-22 00:00:00,145 Cuban migrants stranded in Panama get permits to continue journey to U.S.,[],"More than 100 Cuban migrants from among the 1,300 stranded in Panama on Sunday received immigration permits that early next week will allow them to travel legally to Mexico, where they will be able to continue their land journey to the United States.

The deputy commissioner of the Panamanian Immigration Service, David Rios Duran, told EFE that 145 people are being given free travel permits as a humanitarian gesture to allow them on Monday to travel to the Tocumen International Airport, where on Tuesday they will fly to Mexico.

This is the first group to resume their trek from Panama to the United States after Costa Rica closed its border in December saying it was unable to continue housing the more than 7,000 Cubans who were also trying to make it to the United States but who had been stranded there after being denied passage through Nicaragua.

The 145 migrants chartered a private bus for $14 per person to take them from the city of David, near the Costa Rican border, to the capital airport starting at 5 p.m. on Monday, where early Tuesday morning they will board their flight to Ciudad Juarez, Mexico.

They began buying their air tickets on Feb. 10 for $523.50 per person.

Another bus - costing $13.50 per person - will await them in Ciudad Juarez, where the authorities will see to it that they arrive in El Paso, Texas, Isabel Cristina Perez, one of the migrants, told EFE.

Once they get to Ciudad Juarez, the Cubans will receive a visitors document as a humanitarian gesture giving them 20 days to cross into the United States, an official with the Mexican National Immigration Institute told EFE last Thursday.

Like us on Facebook

Follow us on Twitter & Instagram","['united', 'cuban', 'migrants', 'continue', 'permits', 'panama', 'stranded', 'immigration', 'states', 'person', 'ciudad', '145', 'told', 'travel', 'journey', 'juarez']"
foxnews,2016-02-17 00:00:00,FoxNews.com - Breaking News,[],,"['breaking', 'foxnewscom']"
foxnews,2016-02-21 00:00:00,Louisville divorce case seeking records from Texas' Strong,[],"AUSTIN, Texas (AP) A divorce case involving a Louisville donor and trustee is seeking testimony and documentation from Texas football coach Charlie Strong.

The case involves Louisville trustee Jonathan Blue and wife Tracy Blue. Attorneys for Jonathan Blue want text messages and phone bills from Strong's cellphone as well as calendar, travel and other records. Strong was coach at Louisville from 2010-2013 before he was hired at Texas.

In a statement Sunday, Strong said he was recently informed of a marital dispute ''between a couple I know.''

Strong says he is ''not a party to their divorce'' and has received no court order. He said he would not comment further on the legal case.

Strong is one of several witnesses that Jonathan Blue wants deposed. Strong promised Texas fans the case would not interfere with team preparations for the 2016 season.","['case', 'blue', 'coach', 'seeking', 'divorce', 'witnesses', 'records', 'louisville', 'jonathan', 'strong', 'texas', 'trustee']"
foxnews,2016-02-01 00:00:00,UK fertility regulator approves controversial gene editing technique,[],"Britain's fertility regulator has approved a scientist's application to edit the genetic code in human embroys.



In a statement Monday, the Human Fertilisation and Embryology Authority said it has approved research led by scientist Kathy Niakan to try to understand the genes that embryos need to develop successfully.

Niakan, of the Francis Crick Institute, plans to use gene editing to analyze the first week of an embryo's growth.



Paul Nurse, director of the Francis Crick Institute, said Niakan's research would ""enhance our understanding of (in vitro fertilization) success rates, by looking at the very earliest stage of human development.""

The scientists will not be allowed to implant any embryos used in their research into women. The embryos, which would be donated by couples undergoing IVF treatment who do not need them, must also be destroyed after two weeks.

Last year, Chinese researchers made the first attempt at modifying genes in human embryos. Their laboratory experiment didn't work but raised the prospect of altering genes to repair the genes of future generations.

Scientists say such techniques could lead to treatments for inherited diseases like muscular dystrophy and HIV. Critics warn that tweaking the genetic code this way could eventually lead to genetically modified human babies.

Around the world, laws and guidelines vary widely about what kind of research on embryos that will change the genes of future generations, is allowed. In the U.S., the National Institutes of Health won't fund this kind of research but private funding is allowed.



Critics warn that tweaking the genetic code this way could eventually lead to a slippery slope.



""This is the first step on a path that scientists have carefully mapped out towards the legalization of (genetically modified) babies,"" said David King, of anti-gene manipulation group Human Genetics Alert, last month when the British fertility regulator held its meeting to decide on granting the gene editing license.

The Associated Press contributed to this report.

Click for more from Sky News.","['warn', 'fertility', 'human', 'controversial', 'lead', 'way', 'approves', 'technique', 'research', 'regulator', 'embryos', 'genetic', 'code', 'uk', 'scientists', 'genes', 'editing', 'gene']"
foxnews,2016-02-22 00:00:00,Massachusetts plans rattlesnake colony on uninhabited island,[],"A plan by the state to establish a colony of venomous timber rattlesnakes on an off-limits island in Massachusetts' largest inland body of water has some rattled by visions of dangerous serpents slithering through the surrounding woods, attacking hikers, fishermen and hunters.

Those are completely irrational fears based on the public's aversion to snakes, said Tom French of the state Division of Fisheries and Wildlife, who's directing the project at the 39-square mile Quabbin Reservoir and representing the state at a public meeting Tuesday to address the concerns.

French said he's received several emails and phone calls from worried residents who fear the snakes will escape the island.

Related Image Expand / Contract FILE-- In this Sept. 2008 handout file photograph from the Mass. Div. of Wildlife and Fisheries, a timber rattlesnake slithers across a flat rock in Western Massachusetts. A plan by the state to start a colony of venomous timber rattlesnakes on an off-limits island in Massachusetts largest drinking water supply is under fire. (Bill Byrne/The Mass. Division of Fisheries and Wildlife via AP)

""People are afraid that we're going to put snakes in a place of public use and that they are going to breed like rabbits and spread over the countryside and kill everybody,"" he said.

There are only about 200 of the endangered snakes indigenous to Massachusetts left in five scattered pockets from greater Boston to the Berkshires, French said. Loss of habitat and human-caused deaths means they could disappear altogether, which is why the Quabbin project is so critical.

The plan to establish the snakes on Mount Zion  at more than 1,400 acres, the largest island in the reservoir  has been in the works for several years. A handful of snakes will be raised at Roger Williams Park Zoo in Providence, Rhode Island, and placed on the island in a couple more years when they are mature enough to survive in the wild.

The project has received the endorsement of Gov. Charlie Baker.

The public's concerns stem from the fact that rattlesnakes can swim and the island is connected to the mainland by a pair of narrow causeways, French said.

Bob Curley, an avid hiker, isn't opposed to the rattlesnake preservation effort; he just doesn't think the Quabbin is the place to do it. Even though Mount Zion of off limits to the public, he's concerned the state will use the snakes as an excuse to shut off public access to areas around the reservoir about 65 miles west of Boston.

""When the inevitable happens and there is an interplay between a hiker and a rattler, what's the repercussion?"" said the Athol resident, who said his dog was bitten by a rattlesnake last summer. ""Are the trails around the Quabbin going to be shut down?""

There is no plan to deny public access to the Quabbin, and concerns that snakes will leave the island and threaten humans are unfounded, French said.

Rattlesnakes are timid and only strike out when provoked. There have been no documented rattlesnake bite deaths in Massachusetts since colonial times, he said. He can't even recall an accidental bite in his 32 years with the state agency even though Massachusetts' rattlesnake populations live largely in public lands that get heavy foot traffic.

On Mount Zion, the snakes will be safe from human interference, have ideal places to hibernate and plenty of mice and chipmunks to eat.

""We want one place where the impact of people in not part of the equation,"" French said.

The state's message appears to be getting out.

Nancy Allen, chairwoman of the selectboard in Petersham, a town on the eastern shore of the reservoir, said she heard from fearful residents when the plan became public, but those fears died down once people educated themselves about the project.

""Once they started to look into the facts, people started to change their minds,"" she said.

Peter Mallett, a recreational fisherman who lives in New Salem, a town on the Quabbin's western shore, opposed the snake project at first, but changed his mind after digging deeper.

""People are just petrified of snakes,"" he said.","['plans', 'uninhabited', 'island', 'reservoir', 'colony', 'rattlesnake', 'french', 'state', 'massachusetts', 'quabbin', 'plan', 'public', 'snakes']"
foxnews,2016-02-22 00:00:00,"Russia wants to fly surveillance planes over US with advanced cameras, congressional staffer says",[],"Russia will ask permission on Monday to start flying surveillance planes equipped with high-powered digital cameras amid warnings from U.S. intelligence and military officials that such overflights help Moscow collect intelligence on the United States.

Russia and the United States are signatories to the Open Skies Treaty, which allows unarmed observation flights over the entire territory of all 34 member nations to foster transparency about military activity and help monitor arms control and other agreements. Senior intelligence and military officials, however, worry that Russia is taking advantage of technological advances to violate the spirit of the treaty.

Russia will formally ask the Open Skies Consultative Commission, based in Vienna, to be allowed to fly an aircraft equipped with high-tech sensors over the United States, according to a senior congressional staffer, who spoke on condition of anonymity because the staff member wasn't authorized to discuss the issue publicly.

The request will put the Obama administration in the position of having to decide whether to let Russia use the high-powered equipment on its surveillance planes at a time when Moscow, according to the latest State Department compliance report, is failing to meet all its obligations under the treaty. And it comes at one of the most tension-filled times in U.S.-Russia relations since the end of the Cold War, with the two countries at odds over Russian activity in Ukraine and Syria.

""The treaty has become a critical component of Russia's intelligence collection capability directed at the United States,"" Adm. Cecil D. Haney, commander of the U.S. Strategic Command, wrote in a letter earlier this year to Rep. Mike Rogers, R-Ala., chairman of a House subcommittee on strategic forces.

""In addition to overflying military installations, Russian Open Skies flights can overfly and collect on Department of Defense and national security or national critical infrastructure,"" Haney said. ""The vulnerability exposed by exploitation of this data and costs of mitigation are increasingly difficult to characterize.""

A State Department official said Sunday that treaty nations had not yet received notice of the Russian request, but that certification of the Russian plane with a ""digital electro-optical sensor"" could not occur until this summer because the treaty requires a 120-day advance notification. The official spoke on condition of anonymity because he wasn't authorized to discuss the issue publicly.

The official also said that the treaty, which was entered into force in 2002, establishes procedures for certifying digital sensors to confirm that they are compliant with treaty requirements. The official said all signatories to the treaty agree that ""transition from film cameras to digital sensors is required for the long-term viability of the treaty.""

In December, Rose Gottemoeller, undersecretary of state for arms control and international security, sought to temper concerns about Russian overflights, saying that what Moscow gains from the observation flights is ""incremental"" to what they collect through other means.

""One of the advantages of the Open Skies Treaty is that information  imagery  that is taken is shared openly among all the treaty parties,"" she said at a joint hearing of the House Foreign Affairs and Armed Services committees in December. ""So one of the advantages with the Open Skies Treaty is that we know exactly what the Russians are imaging, because they must share the imagery with us.""

Still, military and intelligence officials have expressed serious concern.

""The open skies construct was designed for a different era,"" Lt. Gen. Vincent Stewart, director of the Defense Intelligence Agency, told lawmakers when asked about the Russian overflights during a congressional hearing. ""I'm very concerned about how it's applied today.""

Robert Work, deputy secretary of defense, told Congress: ""We think that they're going beyond the original intent of the treaty and we continue to look at this very, very closely.""

Steve Rademaker, former assistant secretary of state for the bureau of arms control and the bureau of international security and nonproliferation, told Congress at a hearing on security cooperation in Europe in October that Russia complies with the Open Skies Treaty, but has ""adopted a number of measures that are inconsistent with the spirit"" of the accord.

The treaty, for instance, obligates each member to make all of its territory available for aerial observation, yet Russia has imposed restrictions on surveillance over Moscow and Chechnya and near Abkhazia and South Ossetia, he said. Russian restrictions also make it hard to conduct observation in the Kaliningrad enclave, said Rademaker, who believes Russia is ""selectively implementing"" the treaty ""in a way that suits its interests.""","['wants', 'fly', 'united', 'intelligence', 'cameras', 'surveillance', 'state', 'staffer', 'advanced', 'planes', 'russian', 'military', 'security', 'treaty', 'open', 'russia', 'congressional', 'skies']"
foxnews,,FOX NEWS CHANNEL TO DEBUT A SERIES OF MONTHLY WATTERS WORLD SPECIALS ON NOVEMBER 14TH AT 10PM,[],"The OReilly Factors Signature Correspondent Jesse Watters will Host

FOX News Channel (FNC) will launch a series of monthly specials, entitled Watters World, on Saturday, November 14th at 10 PM/ET, announced Bill Shine, Executive Vice President of Programming at FOX News Channel. Hosted by The OReilly Factors signature correspondent Jesse Watters, each hour-long program will focus on specific events or topics pertaining to the 2016 election cycle. The shows will run once a month for the next year, ending the weekend ahead of Election Day.

Similar to his segment on The OReilly Factor, Watters World will provide viewers a comedic look at the latest headlines surrounding the upcoming election. The specials will feature Watters popular man-on-the-street interviews as well as a rotating panel of guests who will discuss the most recent events in the election cycle. The premiere episode will cover the GOP debate hosted by FOX Business Network on November 10th.

In making the announcement, Shine said, For many years, Jesses wit and personality have played a dynamic role within the network and his Watters World segments on The OReilly Factor have proven extremely popular. Its only natural wed want to expand on that this election cycle.

Watters currently serves as a correspondent, producer and managing editor for FOX Nation. He joined FNC in 2002 as a production assistant and has been working with the channels top-rated cable program, The OReilly Factor, since 2003.

FOX News Channel (FNC) is a 24-hour all-encompassing news service dedicated to delivering breaking news as well as political and business news. A top five cable network, FNC has been the most-watched news channel in the country for more than 13 years and according to a Suffolk University/USA Today poll, is the most trusted television news source in the country. Owned by 21st Century Fox, FNC is available in more than 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

###

FOX News Media Contacts:

Carly Shanahan/212.301.3851

Jaclyn Giuliano/212.301.3436","['10pm', 'correspondent', 'network', 'factor', 'monthly', 'series', 'debut', 'fox', '14th', 'specials', 'fnc', 'election', 'watters', 'world', 'oreilly', 'channel']"
